ID	Type	SKU	Name	Published	Is featured?	Visibility in catalog	Short description	Description	Date sale price starts	Date sale price ends	Tax status	Tax class	In stock?	Stock	Backorders allowed?	Sold individually?	Weight (g)	Length (cm)	Width (cm)	Height (cm)	Allow customer reviews?	Purchase note	Sale price	Regular price	Categories	Tags	Shipping class	Images	Download limit	Download expiry days	Parent	Grouped products	Upsells	Cross-sells	External URL	Button text	Position	Meta: _wp_desired_post_slug	Meta: _customize_changeset_uuid
484	simple		H?p Chia S?a 3 Ng?n Kidsme 160150	1	0	visible					taxable		1		0	0					1			158000	?? dùng cho bé			https://vcdn.tikicdn.com/cache/w1200/media/catalog/product/1/6/160150-2.jpg									0		
485	simple		Túi Nhai Ch?ng Hóc Plus Kidsme 160361LI (Size XL) – Xanh Lá	1	0	visible					taxable		1		0	0					1			308000	?? dùng cho bé			https://vcdn.tikicdn.com/cache/w1200/media/catalog/product/1/6/160361%20-2.u2442.d20160422.t173824.jpg									0		
486	simple		Kéo C?t Th?c ?n Kidsme	1	0	visible					taxable		1		0	0					1			214000	?? dùng cho bé			https://vcdn.tikicdn.com/cache/w1200/media/catalog/product/m/_/m_u_t_m-1_3.jpg									0		
487	simple		B? L??c Cho Bé Kidsme 130078 – Vàng	1	0	visible					taxable		1		0	0					1			139000	?? dùng cho bé			https://vcdn.tikicdn.com/cache/w1200/media/catalog/product/b/o/bo-luoc-lam-dep-cho-be-kidsme%20(1).u2442.d20160424.t014004.jpg									0		
488	simple		Bình Bóp Th?c ?n Ch?ng Hóc Kidsme 160378LI - Cam Xanh	1	0	visible					taxable		1		0	0					1			373000	?? dùng cho bé			https://vcdn.tikicdn.com/cache/w1200/media/catalog/product/1/6/160378li.u2442.d20160510.t102104.jpg									0		
489	simple		Thìa C?m ?ng Nhi?t Silicone Upass UP3021N (Xanh)	1	0	visible					taxable		1		0	0					1			43000	?? dùng cho bé			https://vcdn.tikicdn.com/cache/w1200/ts/product/e9/2d/e8/099ce0b3f5cfa11bfa301a8be0245410.jpg									0		
490	simple		Thìa ?n D?m Silicone Upass UP3017N (Xanh)	1	0	visible					taxable		1		0	0					1			36000	?? dùng cho bé			https://vcdn.tikicdn.com/cache/w1200/ts/product/15/53/ed/3e39d9a9c4fb77c3d096608ef3adfcef.jpg									0		
491	simple		Thìa ?n D?m Silicone Upass UP3017N (Xanh Lá)	1	0	visible					taxable		1		0	0					1			36000	?? dùng cho bé			https://vcdn.tikicdn.com/cache/w1200/ts/product/9d/0d/8e/f9801eceda8e7801bbcdf41a82cfc3b5.jpg									0		
492	simple		Bình U?ng N??c Có ?ng Hút Upass UP0090N (Xanh)	1	0	visible					taxable		1		0	0					1			72000	?? dùng cho bé			https://vcdn.tikicdn.com/cache/w1200/ts/product/f4/35/e7/897d5122ffc9c304d108e686baed956f.jpg									0		
493	simple		B? D?ng C? Ch?m Sóc Móng Tay Cho Bé Upass UP4007N - Xanh	1	0	visible					taxable		1		0	0					1			49000	?? dùng cho bé			https://vcdn.tikicdn.com/cache/w1200/ts/product/d7/70/3c/af0447ed151ce2907f3ddada3cc69739.jpg									0		
494	simple		Hút M?i Dây Cao C?p Cho Bé Upass UP1008CX - Xanh	1	0	visible					taxable		1		0	0					1			76000	?? dùng cho bé			https://vcdn.tikicdn.com/cache/w1200/media/catalog/product/1/0/1008cb-4.u2442.d20160510.t141938.jpg									0		
495	simple		Nhi?t K? ?o Nhi?t ?? N??c T?m Upass UP4009NX (Xanh)	1	0	visible					taxable		1		0	0					1			51000	?? dùng cho bé			https://vcdn.tikicdn.com/cache/w1200/ts/product/d8/e1/dd/e35ae0a0509f8ae222c19a21ba8cd283.jpg									0		
496	simple		Kh?n ??t Bobby Không Mùi (100 Mi?ng)	1	0	visible					taxable		1		0	0					1			34000	?? dùng cho bé			https://vcdn.tikicdn.com/cache/w1200/ts/product/f4/c4/22/a720a951390f23e118aecebf4d47b486.jpg									0		
497	simple		Kh?n ??t Bobby Gói B? Sung (80 Mi?ng)	1	0	visible					taxable		1		0	0					1			32000	?? dùng cho bé			https://vcdn.tikicdn.com/cache/w1200/ts/product/b4/ec/5a/cf0e2c1112ed904c70f7d15571d489c3.jpg									0		
498	simple		Kh?n ??t Bobby N?p Nh?a (100 Mi?ng)	1	0	visible					taxable		1		0	0					1			37000	?? dùng cho bé			https://vcdn.tikicdn.com/cache/w1200/ts/product/c4/4b/51/4ebf9040c8f7a604f13c62c45d5ad475.jpg									0		
499	simple		Núm Ty Farlin Vô Trùng Dùng Cho Bình C? R?ng P-3S (S)	1	0	visible					taxable		1		0	0					1			104000	?? dùng cho bé			https://vcdn.tikicdn.com/cache/w1200/media/catalog/product/p/-/p-3_1_2.jpg									0		
500	simple		M? Ch?n N??c Khi G?i ??u Cho Bé Farlin - BF-304 (Giao Màu Ng?u Nhiên)	1	0	visible					taxable		1		0	0					1			86000	?? dùng cho bé			https://vcdn.tikicdn.com/cache/w1200/ts/product/5a/e3/b6/5b3f05401bf6458689ce7369f7ad4cc7.jpg									0		
501	simple		B? Kéo C?t Tóc An Toàn Farlin - BF-153	1	0	visible					taxable		1		0	0					1			428000	?? dùng cho bé			https://vcdn.tikicdn.com/cache/w1200/media/catalog/product/b/f/bf-153.jpg									0		
